,year,month,site,block,plot,total,deoc,ipac,deva,other,log_total,station,mean_maxF,mean_minF,precip_in,precip_mm,cum_mammal,shan_mammal,rich_mammal,liz_estimates,mam_estimates,mean_maxC,mean_minC,tempdifF,tempdifC,elevation,rain_year,plotidname,plotID
473,2017,June,Mesic,3,Total,8,8,0,0,0,2.197224577,Chuchupate,83.7,43,0,0,72,1.1596465,4,#N/A,18,28.72222222,6.111111111,40.7,22.61111111,1493.5,2016/2017,Mesic.Total.3,27
474,2017,March,Arid,1,Open,0,0,0,0,0,0,Lebec,#N/A,#N/A,0.34,8.636017272,13,0.5895476,2,52,2,#N/A,#N/A,#N/A,#N/A,1089.7,2016/2017,Arid.Open.1,1
475,2017,March,Arid,1,Partial,2,2,0,0,0,1.098612289,Lebec,#N/A,#N/A,0.34,8.636017272,42,1.0016857,4,74,16,#N/A,#N/A,#N/A,#N/A,1089.7,2016/2017,Arid.Partial.1,4
476,2017,March,Arid,1,Total,2,1,1,0,0,1.098612289,Lebec,#N/A,#N/A,0.34,8.636017272,34,1.2446206,4,68,16,#N/A,#N/A,#N/A,#N/A,1089.7,2016/2017,Arid.Total.1,7
477,2017,March,Arid,2,Open,0,0,0,0,0,0,Lebec,#N/A,#N/A,0.34,8.636017272,13,0.5895476,2,61,6,#N/A,#N/A,#N/A,#N/A,1089.7,2016/2017,Arid.Open.2,10
478,2017,March,Arid,2,Partial,1,1,0,0,0,0.693147181,Lebec,#N/A,#N/A,0.34,8.636017272,42,1.0016857,4,73,46,#N/A,#N/A,#N/A,#N/A,1089.7,2016/2017,Arid.Partial.2,13
479,2017,March,Arid,2,Total,1,1,0,0,0,0.693147181,Lebec,#N/A,#N/A,0.34,8.636017272,34,1.2446206,4,61,41,#N/A,#N/A,#N/A,#N/A,1089.7,2016/2017,Arid.Total.2,16
480,2017,March,Arid,3,Open,0,0,0,0,0,0,Lebec,#N/A,#N/A,0.34,8.636017272,13,0.5895476,2,83,3,#N/A,#N/A,#N/A,#N/A,1089.7,2016/2017,Arid.Open.3,19
481,2017,March,Arid,3,Partial,1,1,0,0,0,0.693147181,Lebec,#N/A,#N/A,0.34,8.636017272,42,1.0016857,4,70,#N/A,#N/A,#N/A,#N/A,#N/A,1089.7,2016/2017,Arid.Partial.3,22
482,2017,March,Arid,3,Total,2,2,0,0,0,1.098612289,Lebec,#N/A,#N/A,0.34,8.636017272,34,1.2446206,4,89,16,#N/A,#N/A,#N/A,#N/A,1089.7,2016/2017,Arid.Total.3,25
483,2017,March,Intermediate,1,Open,0,0,0,0,0,0,Loraine,63.8,36.5,0.64,16.25603251,8,0.5895476,2,130,#N/A,17.66666667,2.5,27.3,15.16666667,1290.8,2016/2017,Intermediate.Open.1,2
484,2017,March,Intermediate,1,Partial,0,0,0,0,0,0,Loraine,63.8,36.5,0.64,16.25603251,12,0.748017,2,134,8,17.66666667,2.5,27.3,15.16666667,1290.8,2016/2017,Intermediate.Partial.1,5
485,2017,March,Intermediate,1,Total,0,0,0,0,0,0,Loraine,63.8,36.5,0.64,16.25603251,23,0.687067,2,138,32,17.66666667,2.5,27.3,15.16666667,1290.8,2016/2017,Intermediate.Total.1,8
486,2017,March,Intermediate,2,Open,5,2,0,3,0,1.791759469,Loraine,63.8,36.5,0.64,16.25603251,8,0.5895476,2,85,6,17.66666667,2.5,27.3,15.16666667,1290.8,2016/2017,Intermediate.Open.2,11
487,2017,March,Intermediate,2,Partial,6,2,4,0,0,1.945910149,Loraine,63.8,36.5,0.64,16.25603251,12,0.748017,2,48,2,17.66666667,2.5,27.3,15.16666667,1290.8,2016/2017,Intermediate.Partial.2,14
488,2017,March,Intermediate,2,Total,12,7,5,0,0,2.564949357,Loraine,63.8,36.5,0.64,16.25603251,23,0.687067,2,85,#N/A,17.66666667,2.5,27.3,15.16666667,1290.8,2016/2017,Intermediate.Total.2,17
489,2017,March,Intermediate,3,Open,1,1,0,0,0,0.693147181,Loraine,63.8,36.5,0.64,16.25603251,8,0.5895476,2,208,#N/A,17.66666667,2.5,27.3,15.16666667,1290.8,2016/2017,Intermediate.Open.3,20
490,2017,March,Intermediate,3,Partial,11,11,0,0,0,2.48490665,Loraine,63.8,36.5,0.64,16.25603251,12,0.748017,2,163,#N/A,17.66666667,2.5,27.3,15.16666667,1290.8,2016/2017,Intermediate.Partial.3,23
491,2017,March,Intermediate,3,Total,19,16,3,0,0,2.995732274,Loraine,63.8,36.5,0.64,16.25603251,23,0.687067,2,177,2,17.66666667,2.5,27.3,15.16666667,1290.8,2016/2017,Intermediate.Total.3,26
492,2017,March,Mesic,1,Open,0,0,0,0,0,0,Chuchupate,61.9,28.3,1.07,27.17805436,48,1.1649914,3,#N/A,29,16.61111111,-2.055555556,33.6,18.66666667,1493.5,2016/2017,Mesic.Open.1,3
493,2017,March,Mesic,1,Partial,0,0,0,0,0,0,Chuchupate,61.9,28.3,1.07,27.17805436,62,1.3021472,4,#N/A,216,16.61111111,-2.055555556,33.6,18.66666667,1493.5,2016/2017,Mesic.Partial.1,6
494,2017,March,Mesic,1,Total,0,0,0,0,0,0,Chuchupate,61.9,28.3,1.07,27.17805436,72,1.1596465,4,#N/A,63,16.61111111,-2.055555556,33.6,18.66666667,1493.5,2016/2017,Mesic.Total.1,9
495,2017,March,Mesic,2,Open,0,0,0,0,0,0,Chuchupate,61.9,28.3,1.07,27.17805436,48,1.1649914,3,#N/A,2,16.61111111,-2.055555556,33.6,18.66666667,1493.5,2016/2017,Mesic.Open.2,12
496,2017,March,Mesic,2,Partial,0,0,0,0,0,0,Chuchupate,61.9,28.3,1.07,27.17805436,62,1.3021472,4,#N/A,16,16.61111111,-2.055555556,33.6,18.66666667,1493.5,2016/2017,Mesic.Partial.2,15
497,2017,March,Mesic,2,Total,0,0,0,0,0,0,Chuchupate,61.9,28.3,1.07,27.17805436,72,1.1596465,4,#N/A,8,16.61111111,-2.055555556,33.6,18.66666667,1493.5,2016/2017,Mesic.Total.2,18
498,2017,March,Mesic,3,Open,0,0,0,0,0,0,Chuchupate,61.9,28.3,1.07,27.17805436,48,1.1649914,3,#N/A,13,16.61111111,-2.055555556,33.6,18.66666667,1493.5,2016/2017,Mesic.Open.3,21
499,2017,March,Mesic,3,Partial,0,0,0,0,0,0,Chuchupate,61.9,28.3,1.07,27.17805436,62,1.3021472,4,#N/A,#N/A,16.61111111,-2.055555556,33.6,18.66666667,1493.5,2016/2017,Mesic.Partial.3,24
500,2017,March,Mesic,3,Total,0,0,0,0,0,0,Chuchupate,61.9,28.3,1.07,27.17805436,72,1.1596465,4,#N/A,18,16.61111111,-2.055555556,33.6,18.66666667,1493.5,2016/2017,Mesic.Total.3,27
501,2017,May,Arid,2,Total,2,2,0,0,0,1.098612289,Lebec,68.9,48.3,0.18,4.572009144,34,1.2446206,4,61,41,20.5,9.055555556,20.6,11.44444444,1089.7,2016/2017,Arid.Total.2,16
502,2017,May,Arid,3,Open,0,0,0,0,0,0,Lebec,68.9,48.3,0.18,4.572009144,13,0.5895476,2,83,3,20.5,9.055555556,20.6,11.44444444,1089.7,2016/2017,Arid.Open.3,19
503,2017,May,Arid,3,Partial,3,3,0,0,0,1.386294361,Lebec,68.9,48.3,0.18,4.572009144,42,1.0016857,4,70,#N/A,20.5,9.055555556,20.6,11.44444444,1089.7,2016/2017,Arid.Partial.3,22
504,2017,May,Arid,3,Total,4,4,0,0,0,1.609437912,Lebec,68.9,48.3,0.18,4.572009144,34,1.2446206,4,89,16,20.5,9.055555556,20.6,11.44444444,1089.7,2016/2017,Arid.Total.3,25
505,2017,May,Arid,2,Partial,2,2,0,0,0,1.098612289,Lebec,68.9,48.3,0.18,4.572009144,42,1.0016857,4,73,46,20.5,9.055555556,20.6,11.44444444,1089.7,2016/2017,Arid.Partial.2,13
506,2017,May,Arid,1,Open,0,0,0,0,0,0,Lebec,68.9,48.3,0.18,4.572009144,13,0.5895476,2,52,2,20.5,9.055555556,20.6,11.44444444,1089.7,2016/2017,Arid.Open.1,1
507,2017,May,Arid,1,Partial,1,1,0,0,0,0.693147181,Lebec,68.9,48.3,0.18,4.572009144,42,1.0016857,4,74,16,20.5,9.055555556,20.6,11.44444444,1089.7,2016/2017,Arid.Partial.1,4
508,2017,May,Arid,1,Total,2,2,0,0,0,1.098612289,Lebec,68.9,48.3,0.18,4.572009144,34,1.2446206,4,68,16,20.5,9.055555556,20.6,11.44444444,1089.7,2016/2017,Arid.Total.1,7
509,2017,May,Arid,2,Open,1,1,0,0,0,0.693147181,Lebec,68.9,48.3,0.18,4.572009144,13,0.5895476,2,61,6,20.5,9.055555556,20.6,11.44444444,1089.7,2016/2017,Arid.Open.2,10
510,2017,May,Arid,1,Partial,3,3,0,0,0,1.386294361,Lebec,68.9,48.3,0.18,4.572009144,42,1.0016857,4,74,16,20.5,9.055555556,20.6,11.44444444,1089.7,2016/2017,Arid.Partial.1,4
511,2017,May,Arid,1,Total,3,2,1,0,0,1.386294361,Lebec,68.9,48.3,0.18,4.572009144,34,1.2446206,4,68,16,20.5,9.055555556,20.6,11.44444444,1089.7,2016/2017,Arid.Total.1,7
512,2017,May,Arid,2,Open,0,0,0,0,0,0,Lebec,68.9,48.3,0.18,4.572009144,13,0.5895476,2,61,6,20.5,9.055555556,20.6,11.44444444,1089.7,2016/2017,Arid.Open.2,10
513,2017,May,Arid,3,Total,0,0,0,0,0,0,Lebec,68.9,48.3,0.18,4.572009144,34,1.2446206,4,89,16,20.5,9.055555556,20.6,11.44444444,1089.7,2016/2017,Arid.Total.3,25
514,2017,May,Arid,2,Total,1,1,0,0,0,0.693147181,Lebec,68.9,48.3,0.18,4.572009144,34,1.2446206,4,61,41,20.5,9.055555556,20.6,11.44444444,1089.7,2016/2017,Arid.Total.2,16
515,2017,May,Arid,3,Partial,0,0,0,0,0,0,Lebec,68.9,48.3,0.18,4.572009144,42,1.0016857,4,70,#N/A,20.5,9.055555556,20.6,11.44444444,1089.7,2016/2017,Arid.Partial.3,22
516,2017,May,Arid,2,Partial,3,3,0,0,0,1.386294361,Lebec,68.9,48.3,0.18,4.572009144,42,1.0016857,4,73,46,20.5,9.055555556,20.6,11.44444444,1089.7,2016/2017,Arid.Partial.2,13
517,2017,May,Intermediate,1,Open,1,1,0,0,0,0.693147181,Loraine,75.4,45.1,0.02,0.508001016,8,0.5895476,2,130,#N/A,24.11111111,7.277777778,30.3,16.83333333,1290.8,2016/2017,Intermediate.Open.1,2
518,2017,May,Intermediate,3,Open,18,18,0,0,0,2.944438979,Loraine,75.4,45.1,0.02,0.508001016,8,0.5895476,2,208,#N/A,24.11111111,7.277777778,30.3,16.83333333,1290.8,2016/2017,Intermediate.Open.3,20
519,2017,May,Intermediate,3,Partial,26,25,1,0,0,3.295836866,Loraine,75.4,45.1,0.02,0.508001016,12,0.748017,2,163,#N/A,24.11111111,7.277777778,30.3,16.83333333,1290.8,2016/2017,Intermediate.Partial.3,23
520,2017,May,Intermediate,3,Total,48,45,0,3,0,3.891820298,Loraine,75.4,45.1,0.02,0.508001016,23,0.687067,2,177,2,24.11111111,7.277777778,30.3,16.83333333,1290.8,2016/2017,Intermediate.Total.3,26
521,2017,May,Intermediate,2,Total,16,14,2,0,0,2.833213344,Loraine,75.4,45.1,0.02,0.508001016,23,0.687067,2,85,#N/A,24.11111111,7.277777778,30.3,16.83333333,1290.8,2016/2017,Intermediate.Total.2,17
522,2017,May,Intermediate,3,Total,39,39,0,0,0,3.688879454,Loraine,75.4,45.1,0.02,0.508001016,23,0.687067,2,177,2,24.11111111,7.277777778,30.3,16.83333333,1290.8,2016/2017,Intermediate.Total.3,26
523,2017,May,Intermediate,1,Open,0,0,0,0,0,0,Loraine,75.4,45.1,0.02,0.508001016,8,0.5895476,2,130,#N/A,24.11111111,7.277777778,30.3,16.83333333,1290.8,2016/2017,Intermediate.Open.1,2
524,2017,May,Intermediate,1,Partial,2,2,0,0,0,1.098612289,Loraine,75.4,45.1,0.02,0.508001016,12,0.748017,2,134,8,24.11111111,7.277777778,30.3,16.83333333,1290.8,2016/2017,Intermediate.Partial.1,5
525,2017,May,Intermediate,1,Total,8,8,0,0,0,2.197224577,Loraine,75.4,45.1,0.02,0.508001016,23,0.687067,2,138,32,24.11111111,7.277777778,30.3,16.83333333,1290.8,2016/2017,Intermediate.Total.1,8
526,2017,May,Intermediate,1,Partial,1,1,0,0,0,0.693147181,Loraine,75.4,45.1,0.02,0.508001016,12,0.748017,2,134,8,24.11111111,7.277777778,30.3,16.83333333,1290.8,2016/2017,Intermediate.Partial.1,5
527,2017,May,Intermediate,1,Total,3,3,0,0,0,1.386294361,Loraine,75.4,45.1,0.02,0.508001016,23,0.687067,2,138,32,24.11111111,7.277777778,30.3,16.83333333,1290.8,2016/2017,Intermediate.Total.1,8
528,2017,May,Intermediate,2,Open,8,8,0,0,0,2.197224577,Loraine,75.4,45.1,0.02,0.508001016,8,0.5895476,2,85,6,24.11111111,7.277777778,30.3,16.83333333,1290.8,2016/2017,Intermediate.Open.2,11
529,2017,May,Intermediate,2,Partial,3,2,1,0,0,1.386294361,Loraine,75.4,45.1,0.02,0.508001016,12,0.748017,2,48,2,24.11111111,7.277777778,30.3,16.83333333,1290.8,2016/2017,Intermediate.Partial.2,14
530,2017,May,Intermediate,2,Open,6,6,0,0,0,1.945910149,Loraine,75.4,45.1,0.02,0.508001016,8,0.5895476,2,85,6,24.11111111,7.277777778,30.3,16.83333333,1290.8,2016/2017,Intermediate.Open.2,11
531,2017,May,Intermediate,2,Partial,8,8,0,0,0,2.197224577,Loraine,75.4,45.1,0.02,0.508001016,12,0.748017,2,48,2,24.11111111,7.277777778,30.3,16.83333333,1290.8,2016/2017,Intermediate.Partial.2,14
532,2017,May,Intermediate,2,Total,7,7,0,0,0,2.079441542,Loraine,75.4,45.1,0.02,0.508001016,23,0.687067,2,85,#N/A,24.11111111,7.277777778,30.3,16.83333333,1290.8,2016/2017,Intermediate.Total.2,17
533,2017,May,Intermediate,3,Open,11,11,0,0,0,2.48490665,Loraine,75.4,45.1,0.02,0.508001016,8,0.5895476,2,208,#N/A,24.11111111,7.277777778,30.3,16.83333333,1290.8,2016/2017,Intermediate.Open.3,20
534,2017,May,Intermediate,3,Partial,23,23,0,0,0,3.17805383,Loraine,75.4,45.1,0.02,0.508001016,12,0.748017,2,163,#N/A,24.11111111,7.277777778,30.3,16.83333333,1290.8,2016/2017,Intermediate.Partial.3,23
535,2017,May,Mesic,1,Open,1,1,0,0,0,0.693147181,Chuchupate,72.1,35.7,0.25,6.3500127,48,1.1649914,3,#N/A,29,22.27777778,2.055555556,36.4,20.22222222,1493.5,2016/2017,Mesic.Open.1,3
536,2017,May,Mesic,1,Partial,6,6,0,0,0,1.945910149,Chuchupate,72.1,35.7,0.25,6.3500127,62,1.3021472,4,#N/A,216,22.27777778,2.055555556,36.4,20.22222222,1493.5,2016/2017,Mesic.Partial.1,6
537,2017,May,Mesic,1,Total,11,11,0,0,0,2.48490665,Chuchupate,72.1,35.7,0.25,6.3500127,72,1.1596465,4,#N/A,63,22.27777778,2.055555556,36.4,20.22222222,1493.5,2016/2017,Mesic.Total.1,9
538,2017,May,Mesic,2,Open,4,2,2,0,0,1.609437912,Chuchupate,72.1,35.7,0.25,6.3500127,48,1.1649914,3,#N/A,2,22.27777778,2.055555556,36.4,20.22222222,1493.5,2016/2017,Mesic.Open.2,12
539,2017,May,Mesic,2,Partial,2,2,0,0,0,1.098612289,Chuchupate,72.1,35.7,0.25,6.3500127,62,1.3021472,4,#N/A,16,22.27777778,2.055555556,36.4,20.22222222,1493.5,2016/2017,Mesic.Partial.2,15
540,2017,May,Mesic,2,Total,4,4,0,0,0,1.609437912,Chuchupate,72.1,35.7,0.25,6.3500127,72,1.1596465,4,#N/A,8,22.27777778,2.055555556,36.4,20.22222222,1493.5,2016/2017,Mesic.Total.2,18
541,2017,May,Mesic,3,Open,2,2,0,0,0,1.098612289,Chuchupate,72.1,35.7,0.25,6.3500127,48,1.1649914,3,#N/A,13,22.27777778,2.055555556,36.4,20.22222222,1493.5,2016/2017,Mesic.Open.3,21
542,2017,May,Mesic,3,Partial,10,10,0,0,0,2.397895273,Chuchupate,72.1,35.7,0.25,6.3500127,62,1.3021472,4,#N/A,#N/A,22.27777778,2.055555556,36.4,20.22222222,1493.5,2016/2017,Mesic.Partial.3,24
543,2017,May,Mesic,3,Total,12,12,0,0,0,2.564949357,Chuchupate,72.1,35.7,0.25,6.3500127,72,1.1596465,4,#N/A,18,22.27777778,2.055555556,36.4,20.22222222,1493.5,2016/2017,Mesic.Total.3,27
544,2017,May,Mesic,2,Partial,3,3,0,0,0,1.386294361,Chuchupate,72.1,35.7,0.25,6.3500127,62,1.3021472,4,#N/A,16,22.27777778,2.055555556,36.4,20.22222222,1493.5,2016/2017,Mesic.Partial.2,15
545,2017,May,Mesic,2,Total,6,6,0,0,0,1.945910149,Chuchupate,72.1,35.7,0.25,6.3500127,72,1.1596465,4,#N/A,8,22.27777778,2.055555556,36.4,20.22222222,1493.5,2016/2017,Mesic.Total.2,18
546,2017,May,Mesic,3,Partial,8,8,0,0,0,2.197224577,Chuchupate,72.1,35.7,0.25,6.3500127,62,1.3021472,4,#N/A,#N/A,22.27777778,2.055555556,36.4,20.22222222,1493.5,2016/2017,Mesic.Partial.3,24
547,2017,May,Mesic,3,Total,9,7,2,0,0,2.302585093,Chuchupate,72.1,35.7,0.25,6.3500127,72,1.1596465,4,#N/A,18,22.27777778,2.055555556,36.4,20.22222222,1493.5,2016/2017,Mesic.Total.3,27
548,2017,May,Mesic,2,Open,6,6,0,0,0,1.945910149,Chuchupate,72.1,35.7,0.25,6.3500127,48,1.1649914,3,#N/A,2,22.27777778,2.055555556,36.4,20.22222222,1493.5,2016/2017,Mesic.Open.2,12
549,2017,May,Mesic,1,Partial,4,4,0,0,0,1.609437912,Chuchupate,72.1,35.7,0.25,6.3500127,62,1.3021472,4,#N/A,216,22.27777778,2.055555556,36.4,20.22222222,1493.5,2016/2017,Mesic.Partial.1,6
550,2017,May,Mesic,1,Total,5,5,0,0,0,1.791759469,Chuchupate,72.1,35.7,0.25,6.3500127,72,1.1596465,4,#N/A,63,22.27777778,2.055555556,36.4,20.22222222,1493.5,2016/2017,Mesic.Total.1,9
551,2017,November,Arid,1,Open,0,0,0,0,0,0,Lebec,69.9,40.3,0,0,13,0.5895476,2,52,2,21.05555556,4.611111111,29.6,16.44444444,1089.7,2017/2018,Arid.Open.1,1
552,2017,November,Arid,1,Partial,1,1,0,0,0,0.693147181,Lebec,69.9,40.3,0,0,42,1.0016857,4,74,16,21.05555556,4.611111111,29.6,16.44444444,1089.7,2017/2018,Arid.Partial.1,4
553,2017,November,Arid,1,Total,2,2,0,0,0,1.098612289,Lebec,69.9,40.3,0,0,34,1.2446206,4,68,16,21.05555556,4.611111111,29.6,16.44444444,1089.7,2017/2018,Arid.Total.1,7
554,2017,November,Arid,2,Open,0,0,0,0,0,0,Lebec,69.9,40.3,0,0,13,0.5895476,2,61,6,21.05555556,4.611111111,29.6,16.44444444,1089.7,2017/2018,Arid.Open.2,10
555,2017,November,Arid,2,Partial,2,1,1,0,0,1.098612289,Lebec,69.9,40.3,0,0,42,1.0016857,4,73,46,21.05555556,4.611111111,29.6,16.44444444,1089.7,2017/2018,Arid.Partial.2,13
556,2017,November,Arid,2,Total,3,3,0,0,0,1.386294361,Lebec,69.9,40.3,0,0,34,1.2446206,4,61,41,21.05555556,4.611111111,29.6,16.44444444,1089.7,2017/2018,Arid.Total.2,16
557,2017,November,Arid,3,Open,0,0,0,0,0,0,Lebec,69.9,40.3,0,0,13,0.5895476,2,83,3,21.05555556,4.611111111,29.6,16.44444444,1089.7,2017/2018,Arid.Open.3,19
558,2017,November,Arid,3,Partial,3,1,2,0,0,1.386294361,Lebec,69.9,40.3,0,0,42,1.0016857,4,70,#N/A,21.05555556,4.611111111,29.6,16.44444444,1089.7,2017/2018,Arid.Partial.3,22
559,2017,November,Arid,3,Total,4,2,2,0,0,1.609437912,Lebec,69.9,40.3,0,0,34,1.2446206,4,89,16,21.05555556,4.611111111,29.6,16.44444444,1089.7,2017/2018,Arid.Total.3,25
560,2017,November,Intermediate,1,Total,4,2,2,0,0,1.609437912,Loraine,#N/A,#N/A,0.26,6.604013208,23,0.687067,2,138,32,#N/A,#N/A,#N/A,#N/A,1290.8,2017/2018,Intermediate.Total.1,8
561,2017,November,Intermediate,1,Open,9,8,1,0,0,2.302585093,Loraine,#N/A,#N/A,0.26,6.604013208,8,0.5895476,2,130,#N/A,#N/A,#N/A,#N/A,#N/A,1290.8,2017/2018,Intermediate.Open.1,2
562,2017,November,Intermediate,1,Partial,2,2,0,0,0,1.098612289,Loraine,#N/A,#N/A,0.26,6.604013208,12,0.748017,2,134,8,#N/A,#N/A,#N/A,#N/A,1290.8,2017/2018,Intermediate.Partial.1,5
563,2017,November,Intermediate,2,Open,3,3,0,0,0,1.386294361,Loraine,#N/A,#N/A,0.26,6.604013208,8,0.5895476,2,85,6,#N/A,#N/A,#N/A,#N/A,1290.8,2017/2018,Intermediate.Open.2,11
564,2017,November,Intermediate,2,Partial,9,7,2,0,0,2.302585093,Loraine,#N/A,#N/A,0.26,6.604013208,12,0.748017,2,48,2,#N/A,#N/A,#N/A,#N/A,1290.8,2017/2018,Intermediate.Partial.2,14
565,2017,November,Intermediate,2,Total,12,9,3,0,0,2.564949357,Loraine,#N/A,#N/A,0.26,6.604013208,23,0.687067,2,85,#N/A,#N/A,#N/A,#N/A,#N/A,1290.8,2017/2018,Intermediate.Total.2,17
566,2017,November,Intermediate,3,Open,4,1,3,0,0,1.609437912,Loraine,#N/A,#N/A,0.26,6.604013208,8,0.5895476,2,208,#N/A,#N/A,#N/A,#N/A,#N/A,1290.8,2017/2018,Intermediate.Open.3,20
567,2017,November,Intermediate,3,Partial,8,7,0,1,0,2.197224577,Loraine,#N/A,#N/A,0.26,6.604013208,12,0.748017,2,163,#N/A,#N/A,#N/A,#N/A,#N/A,1290.8,2017/2018,Intermediate.Partial.3,23
568,2017,November,Intermediate,3,Total,11,9,2,0,0,2.48490665,Loraine,#N/A,#N/A,0.26,6.604013208,23,0.687067,2,177,2,#N/A,#N/A,#N/A,#N/A,1290.8,2017/2018,Intermediate.Total.3,26
569,2017,November,Mesic,1,Open,0,0,0,0,0,0,Chuchupate,63.2,28.7,#N/A,#N/A,48,1.1649914,3,#N/A,29,17.33333333,-1.833333333,34.5,19.16666667,1493.5,2017/2018,Mesic.Open.1,3
570,2017,November,Mesic,1,Partial,3,1,2,0,0,1.386294361,Chuchupate,63.2,28.7,#N/A,#N/A,62,1.3021472,4,#N/A,216,17.33333333,-1.833333333,34.5,19.16666667,1493.5,2017/2018,Mesic.Partial.1,6
571,2017,November,Mesic,1,Total,4,3,1,0,0,1.609437912,Chuchupate,63.2,28.7,#N/A,#N/A,72,1.1596465,4,#N/A,63,17.33333333,-1.833333333,34.5,19.16666667,1493.5,2017/2018,Mesic.Total.1,9
572,2017,November,Mesic,2,Open,0,0,0,0,0,0,Chuchupate,63.2,28.7,#N/A,#N/A,48,1.1649914,3,#N/A,2,17.33333333,-1.833333333,34.5,19.16666667,1493.5,2017/2018,Mesic.Open.2,12
573,2017,November,Mesic,2,Partial,0,0,0,0,0,0,Chuchupate,63.2,28.7,#N/A,#N/A,62,1.3021472,4,#N/A,16,17.33333333,-1.833333333,34.5,19.16666667,1493.5,2017/2018,Mesic.Partial.2,15
574,2017,November,Mesic,2,Total,0,0,0,0,0,0,Chuchupate,63.2,28.7,#N/A,#N/A,72,1.1596465,4,#N/A,8,17.33333333,-1.833333333,34.5,19.16666667,1493.5,2017/2018,Mesic.Total.2,18
575,2017,November,Mesic,3,Open,0,0,0,0,0,0,Chuchupate,63.2,28.7,#N/A,#N/A,48,1.1649914,3,#N/A,13,17.33333333,-1.833333333,34.5,19.16666667,1493.5,2017/2018,Mesic.Open.3,21
576,2017,November,Mesic,3,Partial,2,2,0,0,0,1.098612289,Chuchupate,63.2,28.7,#N/A,#N/A,62,1.3021472,4,#N/A,#N/A,17.33333333,-1.833333333,34.5,19.16666667,1493.5,2017/2018,Mesic.Partial.3,24
577,2017,November,Mesic,3,Total,2,2,0,0,0,1.098612289,Chuchupate,63.2,28.7,#N/A,#N/A,72,1.1596465,4,#N/A,18,17.33333333,-1.833333333,34.5,19.16666667,1493.5,2017/2018,Mesic.Total.3,27
578,2017,October,Arid,1,Open,0,0,0,0,0,0,Lebec,76.5,45.9,0,0,13,0.5895476,2,52,2,24.72222222,7.722222222,30.6,17,1089.7,2016/2017,Arid.Open.1,1
579,2017,October,Arid,1,Partial,2,1,1,0,0,1.098612289,Lebec,76.5,45.9,0,0,42,1.0016857,4,74,16,24.72222222,7.722222222,30.6,17,1089.7,2016/2017,Arid.Partial.1,4
580,2017,October,Arid,1,Total,3,3,0,0,0,1.386294361,Lebec,76.5,45.9,0,0,34,1.2446206,4,68,16,24.72222222,7.722222222,30.6,17,1089.7,2016/2017,Arid.Total.1,7
581,2017,October,Arid,2,Open,0,0,0,0,0,0,Lebec,76.5,45.9,0,0,13,0.5895476,2,61,6,24.72222222,7.722222222,30.6,17,1089.7,2016/2017,Arid.Open.2,10
582,2017,October,Arid,2,Partial,1,1,0,0,0,0.693147181,Lebec,76.5,45.9,0,0,42,1.0016857,4,73,46,24.72222222,7.722222222,30.6,17,1089.7,2016/2017,Arid.Partial.2,13
583,2017,October,Arid,2,Total,1,1,0,0,0,0.693147181,Lebec,76.5,45.9,0,0,34,1.2446206,4,61,41,24.72222222,7.722222222,30.6,17,1089.7,2016/2017,Arid.Total.2,16
584,2017,October,Arid,3,Open,0,0,0,0,0,0,Lebec,76.5,45.9,0,0,13,0.5895476,2,83,3,24.72222222,7.722222222,30.6,17,1089.7,2016/2017,Arid.Open.3,19
585,2017,October,Arid,3,Partial,1,1,0,0,0,0.693147181,Lebec,76.5,45.9,0,0,42,1.0016857,4,70,#N/A,24.72222222,7.722222222,30.6,17,1089.7,2016/2017,Arid.Partial.3,22
586,2017,October,Arid,3,Total,2,1,1,0,0,1.098612289,Lebec,76.5,45.9,0,0,34,1.2446206,4,89,16,24.72222222,7.722222222,30.6,17,1089.7,2016/2017,Arid.Total.3,25
587,2017,October,Intermediate,1,Total,5,5,0,0,0,1.791759469,Loraine,75.7,44.7,0,0,23,0.687067,2,138,32,24.27777778,7.055555556,31,17.22222222,1290.8,2016/2017,Intermediate.Total.1,8
588,2017,October,Intermediate,1,Open,2,2,0,0,0,1.098612289,Loraine,75.7,44.7,0,0,8,0.5895476,2,130,#N/A,24.27777778,7.055555556,31,17.22222222,1290.8,2016/2017,Intermediate.Open.1,2
589,2017,October,Intermediate,1,Partial,12,12,0,0,0,2.564949357,Loraine,75.7,44.7,0,0,12,0.748017,2,134,8,24.27777778,7.055555556,31,17.22222222,1290.8,2016/2017,Intermediate.Partial.1,5
590,2017,October,Intermediate,2,Open,1,0,1,0,0,0.693147181,Loraine,75.7,44.7,0,0,8,0.5895476,2,85,6,24.27777778,7.055555556,31,17.22222222,1290.8,2016/2017,Intermediate.Open.2,11
591,2017,October,Intermediate,2,Partial,2,2,0,0,0,1.098612289,Loraine,75.7,44.7,0,0,12,0.748017,2,48,2,24.27777778,7.055555556,31,17.22222222,1290.8,2016/2017,Intermediate.Partial.2,14
592,2017,October,Intermediate,2,Total,15,14,1,0,0,2.772588722,Loraine,75.7,44.7,0,0,23,0.687067,2,85,#N/A,24.27777778,7.055555556,31,17.22222222,1290.8,2016/2017,Intermediate.Total.2,17
593,2017,October,Intermediate,3,Open,4,2,2,0,0,1.609437912,Loraine,75.7,44.7,0,0,8,0.5895476,2,208,#N/A,24.27777778,7.055555556,31,17.22222222,1290.8,2016/2017,Intermediate.Open.3,20
